,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,STATE,LOCATION,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Overall Vulnerability
165402,2021-04-30,23019,17,Penobscot County,ME,36.9,56208,56205.0,41.7,56149,45.0,22819,78.4,95.4,72900.0,47.9,72895.0,54.1,72007.0,57.7,24430.0,83.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165403,2021-04-29,23019,17,Penobscot County,ME,36.2,55128,55126.0,40.9,55084,44.2,22759,78.2,95.4,72601.0,47.7,72597.0,53.9,71713.0,57.5,24377.0,83.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165404,2021-04-28,23019,17,Penobscot County,ME,35.6,54118,54116.0,40.2,54076,43.3,22687,77.9,95.4,72027.0,47.3,72023.0,53.4,71169.0,57.0,24314.0,83.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165405,2021-04-27,23019,17,Penobscot County,ME,35.4,53906,53904.0,40.0,53865,43.2,22651,77.8,95.5,71826.0,47.2,71822.0,53.3,70971.0,56.9,24286.0,83.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165406,2021-04-26,23019,17,Penobscot County,ME,34.3,52222,52220.0,38.7,52185,41.8,22503,77.3,95.4,70945.0,46.6,70941.0,52.6,70142.0,56.2,24227.0,83.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165407,2021-04-25,23019,17,Penobscot County,ME,34.3,52220,52218.0,38.7,52183,41.8,22503,77.3,95.5,70910.0,46.6,70906.0,52.6,70107.0,56.2,24223.0,83.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165408,2021-04-24,23019,16,Penobscot County,ME,34.3,52216,52214.0,38.7,52179,41.8,22503,77.3,95.6,70868.0,46.6,70864.0,52.6,70065.0,56.2,24220.0,83.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165409,2021-04-23,23019,16,Penobscot County,ME,33.9,51557,51555.0,38.3,51522,41.3,22402,77.0,95.6,70067.0,46.1,70063.0,52.0,69319.0,55.6,24144.0,82.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165410,2021-04-22,23019,16,Penobscot County,ME,33.4,50776,50774.0,37.7,50741,40.7,22287,76.6,95.5,68992.0,45.3,68988.0,51.2,68327.0,54.8,24088.0,82.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165411,2021-04-21,23019,16,Penobscot County,ME,32.8,49844,49842.0,37.0,49810,39.9,22160,76.1,95.5,67976.0,44.7,67972.0,50.4,67397.0,54.0,24028.0,82.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165412,2021-04-20,23019,16,Penobscot County,ME,32.6,49644,49642.0,36.8,49610,39.8,22123,76.0,95.5,67782.0,44.6,67778.0,50.3,67205.0,53.9,24008.0,82.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165413,2021-04-19,23019,16,Penobscot County,ME,32.6,49600,49598.0,36.8,49566,39.7,22121,76.0,95.6,67715.0,44.5,67711.0,50.2,67143.0,53.8,24000.0,82.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165414,2021-04-18,23019,16,Penobscot County,ME,31.6,48140,48138.0,35.7,48108,38.6,21800,74.9,95.5,66165.0,43.5,66161.0,49.1,65675.0,52.6,23912.0,82.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165415,2021-04-17,23019,15,Penobscot County,ME,31.6,48120,48118.0,35.7,48088,38.5,21795,74.9,95.8,66155.0,43.5,66151.0,49.1,65665.0,52.6,23911.0,82.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165416,2021-04-16,23019,15,Penobscot County,ME,30.7,46751,46749.0,34.7,46720,37.5,21645,74.4,95.7,64948.0,42.7,64944.0,48.2,64535.0,51.7,23863.0,82.0,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165417,2021-04-15,23019,15,Penobscot County,ME,29.8,45272,45271.0,33.6,45242,36.3,21506,73.9,95.6,63441.0,41.7,63438.0,47.1,63167.0,50.6,23764.0,81.6,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165418,2021-04-14,23019,15,Penobscot County,ME,28.9,43960,43959.0,32.6,43933,35.2,21187,72.8,95.6,61944.0,40.7,61941.0,46.0,61782.0,49.5,23709.0,81.4,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165419,2021-04-13,23019,15,Penobscot County,ME,28.4,43281,43280.0,32.1,43254,34.7,21037,72.3,95.6,61183.0,40.2,61180.0,45.4,61027.0,48.9,23645.0,81.2,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165420,2021-04-12,23019,15,Penobscot County,ME,27.0,41113,41112.0,30.5,41090,32.9,20667,71.0,95.4,58442.0,38.4,58439.0,43.4,58351.0,46.8,23509.0,80.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165421,2021-04-11,23019,15,Penobscot County,ME,26.9,40980,40979.0,30.4,40957,32.8,20662,71.0,95.6,58322.0,38.3,58319.0,43.3,58231.0,46.7,23507.0,80.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165422,2021-04-10,23019,14,Penobscot County,ME,26.8,40837,40836.0,30.3,40814,32.7,20647,70.9,95.6,58190.0,38.2,58187.0,43.2,58099.0,46.6,23497.0,80.7,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165423,2021-04-09,23019,14,Penobscot County,ME,25.8,39306,39306.0,29.2,39284,31.5,20151,69.2,95.6,56883.0,37.4,56881.0,42.2,56812.0,45.5,23398.0,80.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165424,2021-04-08,23019,14,Penobscot County,ME,24.7,37609,37609.0,27.9,37588,30.1,19648,67.5,95.5,55051.0,36.2,55049.0,40.8,54999.0,44.1,23239.0,79.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165425,2021-04-07,23019,14,Penobscot County,ME,23.7,36128,36128.0,26.8,36108,28.9,19055,65.5,95.4,53755.0,35.3,53753.0,39.9,53706.0,43.1,23132.0,79.5,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165426,2021-04-06,23019,14,Penobscot County,ME,23.2,35319,35319.0,26.2,35299,28.3,18802,64.6,95.3,53228.0,35.0,53226.0,39.5,53179.0,42.6,23037.0,79.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165427,2021-04-05,23019,14,Penobscot County,ME,21.4,32633,32633.0,24.2,32613,26.1,17523,60.2,95.1,51040.0,33.5,51038.0,37.9,50997.0,40.9,22797.0,78.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165428,2021-04-04,23019,14,Penobscot County,ME,21.4,32631,32631.0,24.2,32611,26.1,17523,60.2,95.2,51039.0,33.5,51037.0,37.9,50996.0,40.9,22797.0,78.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165429,2021-04-03,23019,13,Penobscot County,ME,21.4,32612,32612.0,24.2,32592,26.1,17521,60.2,95.2,51031.0,33.5,51029.0,37.9,50988.0,40.9,22797.0,78.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165430,2021-04-02,23019,13,Penobscot County,ME,20.7,31434,31434.0,23.3,31414,25.2,16898,58.0,95.1,50133.0,33.0,50131.0,37.2,50091.0,40.2,22652.0,77.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165431,2021-04-01,23019,13,Penobscot County,ME,19.5,29707,29707.0,22.0,29687,23.8,16032,55.1,95.0,49087.0,32.3,49085.0,36.4,49045.0,39.3,22477.0,77.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165432,2021-03-31,23019,13,Penobscot County,ME,19.1,29009,29009.0,21.5,28989,23.2,15682,53.9,94.9,48050.0,31.6,48048.0,35.7,48009.0,38.5,22384.0,76.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165433,2021-03-30,23019,13,Penobscot County,ME,18.9,28816,28816.0,21.4,28796,23.1,15560,53.5,94.9,47635.0,31.3,47633.0,35.3,47594.0,38.2,22306.0,76.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165434,2021-03-29,23019,13,Penobscot County,ME,18.9,28737,28737.0,21.3,28717,23.0,15521,53.3,94.8,47516.0,31.2,47514.0,35.3,47475.0,38.1,22288.0,76.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165435,2021-03-28,23019,13,Penobscot County,ME,18.3,27876,27876.0,20.7,27856,22.3,15041,51.7,94.7,46456.0,30.5,46454.0,34.5,46416.0,37.2,22203.0,76.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165436,2021-03-27,23019,12,Penobscot County,ME,18.1,27516,27516.0,20.4,27496,22.0,14813,50.9,94.7,45994.0,30.2,45992.0,34.1,45955.0,36.8,22125.0,76.0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165437,2021-03-26,23019,12,Penobscot County,ME,17.5,26595,26595.0,19.7,26575,21.3,14377,49.4,94.5,44523.0,29.3,44521.0,33.0,44486.0,35.7,21959.0,75.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165438,2021-03-25,23019,12,Penobscot County,ME,16.9,25700,25700.0,19.1,25680,20.6,13809,47.4,94.4,43279.0,28.4,43277.0,32.1,43242.0,34.7,21848.0,75.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165439,2021-03-24,23019,12,Penobscot County,ME,16.3,24758,24758.0,18.4,24738,19.8,13286,45.6,94.2,41898.0,27.5,41896.0,31.1,41863.0,33.6,21498.0,73.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165440,2021-03-23,23019,12,Penobscot County,ME,16.3,24732,24732.0,18.4,24712,19.8,13278,45.6,94.3,41848.0,27.5,41846.0,31.1,41813.0,33.5,21490.0,73.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165441,2021-03-22,23019,12,Penobscot County,ME,16.1,24561,24561.0,18.2,24541,19.7,13201,45.3,94.2,41450.0,27.2,41448.0,30.8,41417.0,33.2,21328.0,73.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165442,2021-03-21,23019,12,Penobscot County,ME,14.9,22642,22642.0,16.8,22623,18.1,11785,40.5,93.9,38940.0,25.6,38938.0,28.9,38910.0,31.2,20415.0,70.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165443,2021-03-20,23019,11,Penobscot County,ME,14.9,22638,22638.0,16.8,22619,18.1,11783,40.5,93.9,38933.0,25.6,38931.0,28.9,38903.0,31.2,20413.0,70.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165444,2021-03-19,23019,11,Penobscot County,ME,14.8,22576,22576.0,16.8,22560,18.1,11775,40.5,93.9,38906.0,25.6,38904.0,28.9,38876.0,31.2,20408.0,70.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165445,2021-03-18,23019,11,Penobscot County,ME,14.0,21287,21287.0,15.8,21271,17.1,10595,36.4,93.7,37101.0,24.4,37099.0,27.5,37074.0,29.7,19667.0,67.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165446,2021-03-17,23019,11,Penobscot County,ME,14.0,21270,21270.0,15.8,21254,17.0,10591,36.4,93.7,37098.0,24.4,37096.0,27.5,37071.0,29.7,19665.0,67.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165447,2021-03-16,23019,11,Penobscot County,ME,14.0,21259,21259.0,15.8,21243,17.0,10586,36.4,93.7,37091.0,24.4,37089.0,27.5,37064.0,29.7,19660.0,67.5,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165448,2021-03-15,23019,11,Penobscot County,ME,13.8,21037,21037.0,15.6,21021,16.9,10399,35.7,93.6,36984.0,24.3,36982.0,27.4,36957.0,29.6,19622.0,67.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165449,2021-03-14,23019,11,Penobscot County,ME,13.2,20158,20158.0,15.0,20142,16.1,9594,33.0,93.5,36164.0,23.8,36162.0,26.8,36137.0,29.0,19340.0,66.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165450,2021-03-13,23019,10,Penobscot County,ME,12.3,18669,18669.0,13.9,18653,15.0,8344,28.7,93.1,34661.0,22.8,34659.0,25.7,34634.0,27.8,18815.0,64.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165451,2021-03-12,23019,10,Penobscot County,ME,12.3,18659,18659.0,13.8,18643,14.9,8341,28.7,93.1,34643.0,22.8,34641.0,25.7,34616.0,27.7,18811.0,64.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165452,2021-03-11,23019,10,Penobscot County,ME,11.4,17281,17281.0,12.8,17265,13.8,7202,24.7,92.7,32004.0,21.0,32002.0,23.7,31977.0,25.6,17593.0,60.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165453,2021-03-10,23019,10,Penobscot County,ME,11.3,17236,17236.0,12.8,17220,13.8,7189,24.7,92.7,31926.0,21.0,31924.0,23.7,31899.0,25.6,17581.0,60.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165454,2021-03-09,23019,10,Penobscot County,ME,11.2,17000,17000.0,12.6,16984,13.6,7068,24.3,92.7,31496.0,20.7,31494.0,23.4,31469.0,25.2,17437.0,59.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165455,2021-03-08,23019,10,Penobscot County,ME,11.0,16792,16792.0,12.5,16776,13.4,6919,23.8,92.5,31168.0,20.5,31166.0,23.1,31141.0,25.0,17256.0,59.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165456,2021-03-07,23019,10,Penobscot County,ME,10.6,16068,16068.0,11.9,16055,12.9,6531,22.4,92.1,28898.0,19.0,28896.0,21.4,28871.0,23.1,15967.0,54.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165457,2021-03-06,23019,9,Penobscot County,ME,10.5,16040,16040.0,11.9,16027,12.8,6511,22.4,92.0,28870.0,19.0,28868.0,21.4,28843.0,23.1,15955.0,54.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165458,2021-03-05,23019,9,Penobscot County,ME,9.9,15064,15064.0,11.2,15051,12.1,5754,19.8,91.7,27934.0,18.4,27932.0,20.7,27907.0,22.4,15449.0,53.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165459,2021-03-04,23019,9,Penobscot County,ME,8.7,13195,13195.0,9.8,13182,10.6,4367,15.0,90.6,24863.0,16.3,24862.0,18.4,24838.0,19.9,13372.0,45.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165460,2021-03-03,23019,9,Penobscot County,ME,8.7,13193,13193.0,9.8,13180,10.6,4367,15.0,90.7,24850.0,16.3,24849.0,18.4,24825.0,19.9,13365.0,45.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165461,2021-03-02,23019,9,Penobscot County,ME,8.7,13177,13177.0,9.8,13164,10.6,4360,15.0,90.7,24844.0,16.3,24843.0,18.4,24819.0,19.9,13364.0,45.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165462,2021-03-01,23019,9,Penobscot County,ME,8.7,13174,13174.0,9.8,13161,10.5,4359,15.0,90.7,24842.0,16.3,24841.0,18.4,24817.0,19.9,13364.0,45.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165463,2021-02-28,23019,9,Penobscot County,ME,8.6,13124,13124.0,9.7,13111,10.5,4311,14.8,90.7,24739.0,16.3,24738.0,18.4,24714.0,19.8,13268.0,45.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165464,2021-02-27,23019,8,Penobscot County,ME,8.6,13108,13108.0,9.7,13095,10.5,4306,14.8,90.7,24690.0,16.2,24689.0,18.3,24669.0,19.8,13260.0,45.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
165465,2021-02-26,23019,8,Penobscot County,ME,7.4,11213,11213.0,8.3,11202,9.0,2896,9.9,89.9,23307.0,15.3,23306.0,17.3,23286.0,18.7,12038.0,41.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,MAINE,"Penobscot County, Maine",0.4191,0.4034,0.1385,0.8612,0.4532
