,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,STATE,LOCATION,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Overall Vulnerability
19411,2021-09-09,23003,36,Aroostook County,ME,57.0,38224,38221.0,64.6,36439,66.5,13716,82.0,96.4,41410.0,61.8,41403.0,70.0,39303.0,71.7,14002.0,83.8,C,12,12,12,12,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19412,2021-09-08,23003,36,Aroostook County,ME,56.9,38176,38173.0,64.5,36396,66.4,13709,82.0,96.4,41362.0,61.7,41355.0,69.9,39260.0,71.6,13999.0,83.7,C,12,12,12,12,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19413,2021-09-07,23003,36,Aroostook County,ME,56.7,38008,38006.0,64.2,36251,66.1,13699,81.9,96.4,41130.0,61.3,41124.0,69.5,39068.0,71.3,13981.0,83.6,C,12,12,12,12,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19414,2021-09-06,23003,36,Aroostook County,ME,56.7,38006,38004.0,64.2,36249,66.1,13699,81.9,96.4,41130.0,61.3,41124.0,69.5,39068.0,71.3,13981.0,83.6,C,12,12,12,12,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19415,2021-09-05,23003,36,Aroostook County,ME,56.7,38005,38003.0,64.2,36248,66.1,13699,81.9,96.4,41130.0,61.3,41124.0,69.5,39068.0,71.3,13981.0,83.6,C,12,12,12,12,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19416,2021-09-04,23003,35,Aroostook County,ME,56.7,38005,38003.0,64.2,36248,66.1,13699,81.9,96.4,41130.0,61.3,41124.0,69.5,39068.0,71.3,13981.0,83.6,C,12,12,12,12,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19417,2021-09-03,23003,35,Aroostook County,ME,56.5,37869,37867.0,64.0,36117,65.9,13690,81.9,96.4,40967.0,61.1,40961.0,69.2,38910.0,71.0,13972.0,83.6,C,12,12,12,12,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19418,2021-09-02,23003,35,Aroostook County,ME,56.3,37752,37750.0,63.8,36017,65.7,13677,81.8,96.4,40790.0,60.8,40784.0,68.9,38748.0,70.7,13951.0,83.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19419,2021-09-01,23003,35,Aroostook County,ME,56.1,37591,37589.0,63.5,35868,65.4,13656,81.7,96.4,40586.0,60.5,40580.0,68.6,38559.0,70.4,13929.0,83.3,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19420,2021-08-31,23003,35,Aroostook County,ME,56.0,37544,37542.0,63.5,35828,65.4,13653,81.7,96.4,40507.0,60.4,40501.0,68.5,38493.0,70.2,13920.0,83.3,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19421,2021-08-30,23003,35,Aroostook County,ME,55.7,37364,37362.0,63.2,35677,65.1,13641,81.6,96.4,40169.0,59.9,40163.0,67.9,38198.0,69.7,13895.0,83.1,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19422,2021-08-29,23003,35,Aroostook County,ME,55.7,37360,37358.0,63.1,35673,65.1,13641,81.6,96.4,40158.0,59.9,40152.0,67.9,38187.0,69.7,13894.0,83.1,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19423,2021-08-28,23003,34,Aroostook County,ME,55.7,37360,37358.0,63.1,35673,65.1,13641,81.6,96.4,40155.0,59.9,40149.0,67.9,38184.0,69.7,13894.0,83.1,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19424,2021-08-27,23003,34,Aroostook County,ME,55.6,37286,37284.0,63.0,35610,65.0,13632,81.5,96.4,40033.0,59.7,40027.0,67.7,38082.0,69.5,13888.0,83.1,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19425,2021-08-26,23003,34,Aroostook County,ME,55.5,37206,37204.0,62.9,35539,64.8,13622,81.5,96.4,39818.0,59.4,39812.0,67.3,37881.0,69.1,13880.0,83.0,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19426,2021-08-25,23003,34,Aroostook County,ME,55.4,37139,37137.0,62.8,35479,64.7,13611,81.4,96.4,39716.0,59.2,39710.0,67.1,37789.0,68.9,13874.0,83.0,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19427,2021-08-24,23003,34,Aroostook County,ME,55.3,37087,37085.0,62.7,35434,64.6,13606,81.4,96.3,39628.0,59.1,39622.0,67.0,37716.0,68.8,13865.0,82.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19428,2021-08-23,23003,34,Aroostook County,ME,55.2,36984,36982.0,62.5,35351,64.5,13599,81.3,96.3,39469.0,58.9,39463.0,66.7,37574.0,68.6,13854.0,82.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19429,2021-08-22,23003,34,Aroostook County,ME,55.2,36982,36980.0,62.5,35349,64.5,13598,81.3,96.3,39464.0,58.9,39458.0,66.7,37569.0,68.5,13853.0,82.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19430,2021-08-21,23003,33,Aroostook County,ME,55.1,36980,36978.0,62.5,35347,64.5,13598,81.3,96.3,39461.0,58.8,39455.0,66.7,37566.0,68.5,13853.0,82.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19431,2021-08-20,23003,33,Aroostook County,ME,55.0,36902,36900.0,62.4,35277,64.4,13589,81.3,96.3,39319.0,58.6,39313.0,66.5,37439.0,68.3,13845.0,82.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19432,2021-08-19,23003,33,Aroostook County,ME,55.0,36863,36861.0,62.3,35244,64.3,13583,81.3,96.3,39247.0,58.5,39241.0,66.3,37376.0,68.2,13837.0,82.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19433,2021-08-18,23003,33,Aroostook County,ME,54.9,36818,36816.0,62.2,35207,64.2,13575,81.2,96.3,39193.0,58.4,39187.0,66.2,37332.0,68.1,13831.0,82.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19434,2021-08-17,23003,33,Aroostook County,ME,54.8,36779,36777.0,62.2,35177,64.2,13572,81.2,96.3,39124.0,58.3,39118.0,66.1,37274.0,68.0,13823.0,82.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19435,2021-08-16,23003,33,Aroostook County,ME,54.7,36655,36653.0,62.0,35073,64.0,13559,81.1,96.3,38951.0,58.1,38945.0,65.8,37124.0,67.7,13807.0,82.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19436,2021-08-15,23003,33,Aroostook County,ME,54.7,36651,36649.0,61.9,35070,64.0,13559,81.1,96.3,38940.0,58.1,38934.0,65.8,37113.0,67.7,13806.0,82.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19437,2021-08-14,23003,32,Aroostook County,ME,54.7,36651,36649.0,61.9,35070,64.0,13559,81.1,96.3,38940.0,58.1,38934.0,65.8,37113.0,67.7,13806.0,82.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19438,2021-08-13,23003,32,Aroostook County,ME,54.6,36618,36616.0,61.9,35046,63.9,13553,81.1,96.3,38867.0,58.0,38861.0,65.7,37044.0,67.6,13800.0,82.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19439,2021-08-12,23003,32,Aroostook County,ME,54.6,36581,36579.0,61.8,35016,63.9,13545,81.0,96.3,38803.0,57.9,38797.0,65.6,36991.0,67.5,13794.0,82.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19440,2021-08-11,23003,32,Aroostook County,ME,54.5,36542,36540.0,61.8,34984,63.8,13539,81.0,96.3,38752.0,57.8,38746.0,65.5,36947.0,67.4,13789.0,82.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19441,2021-08-10,23003,32,Aroostook County,ME,54.5,36512,36510.0,61.7,34957,63.8,13536,81.0,96.3,38709.0,57.7,38703.0,65.4,36911.0,67.3,13786.0,82.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19442,2021-08-09,23003,32,Aroostook County,ME,54.3,36441,36439.0,61.6,34891,63.7,13525,80.9,96.3,38557.0,57.5,38552.0,65.2,36794.0,67.1,13777.0,82.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19443,2021-08-08,23003,32,Aroostook County,ME,54.3,36441,36439.0,61.6,34891,63.7,13525,80.9,96.3,38557.0,57.5,38552.0,65.2,36794.0,67.1,13777.0,82.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19444,2021-08-07,23003,31,Aroostook County,ME,54.3,36438,36436.0,61.6,34888,63.7,13525,80.9,96.3,38557.0,57.5,38552.0,65.2,36794.0,67.1,13777.0,82.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19445,2021-08-06,23003,31,Aroostook County,ME,54.3,36395,36393.0,61.5,34847,63.6,13520,80.9,96.3,38488.0,57.4,38483.0,65.0,36732.0,67.0,13768.0,82.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19446,2021-08-05,23003,31,Aroostook County,ME,54.2,36360,36358.0,61.5,34816,63.5,13514,80.8,96.3,38428.0,57.3,38423.0,64.9,36681.0,66.9,13763.0,82.3,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19447,2021-08-04,23003,31,Aroostook County,ME,54.2,36322,36320.0,61.4,34780,63.5,13506,80.8,96.3,38365.0,57.2,38360.0,64.8,36626.0,66.8,13755.0,82.3,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19448,2021-08-03,23003,31,Aroostook County,ME,54.1,36304,36302.0,61.4,34767,63.4,13505,80.8,96.3,38330.0,57.2,38325.0,64.8,36594.0,66.8,13755.0,82.3,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19449,2021-08-02,23003,31,Aroostook County,ME,53.8,36108,36106.0,61.0,34591,63.1,13480,80.6,96.3,38165.0,56.9,38160.0,64.5,36459.0,66.5,13740.0,82.2,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19450,2021-08-01,23003,31,Aroostook County,ME,53.8,36107,36105.0,61.0,34590,63.1,13480,80.6,96.3,38161.0,56.9,38156.0,64.5,36455.0,66.5,13740.0,82.2,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19451,2021-07-31,23003,30,Aroostook County,ME,53.8,36106,36104.0,61.0,34589,63.1,13480,80.6,96.3,38159.0,56.9,38154.0,64.5,36453.0,66.5,13740.0,82.2,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19452,2021-07-30,23003,30,Aroostook County,ME,53.8,36073,36071.0,61.0,34559,63.1,13478,80.6,96.3,38086.0,56.8,38081.0,64.4,36392.0,66.4,13734.0,82.2,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19453,2021-07-29,23003,30,Aroostook County,ME,53.7,36042,36040.0,60.9,34533,63.0,13476,80.6,96.3,38029.0,56.7,38024.0,64.3,36342.0,66.3,13731.0,82.1,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19454,2021-07-28,23003,30,Aroostook County,ME,53.7,35978,35976.0,60.8,34480,62.9,13470,80.6,96.3,37949.0,56.6,37944.0,64.1,36270.0,66.2,13724.0,82.1,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19455,2021-07-27,23003,30,Aroostook County,ME,53.6,35912,35910.0,60.7,34416,62.8,13465,80.5,96.3,37868.0,56.5,37863.0,64.0,36198.0,66.0,13716.0,82.0,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19456,2021-07-26,23003,30,Aroostook County,ME,53.5,35841,35839.0,60.6,34355,62.7,13454,80.5,96.3,37735.0,56.3,37730.0,63.8,36084.0,65.8,13704.0,82.0,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19457,2021-07-25,23003,30,Aroostook County,ME,53.5,35841,35839.0,60.6,34355,62.7,13454,80.5,96.3,37733.0,56.3,37728.0,63.8,36083.0,65.8,13704.0,82.0,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19458,2021-07-24,23003,29,Aroostook County,ME,53.5,35841,35839.0,60.6,34355,62.7,13454,80.5,96.3,37731.0,56.3,37726.0,63.8,36081.0,65.8,13704.0,82.0,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19459,2021-07-23,23003,29,Aroostook County,ME,53.4,35808,35806.0,60.5,34324,62.6,13450,80.5,96.3,37681.0,56.2,37676.0,63.7,36041.0,65.8,13699.0,81.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19460,2021-07-22,23003,29,Aroostook County,ME,53.3,35755,35753.0,60.4,34281,62.5,13443,80.4,96.3,37623.0,56.1,37618.0,63.6,35994.0,65.7,13687.0,81.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19461,2021-07-21,23003,29,Aroostook County,ME,53.2,35673,35671.0,60.3,34204,62.4,13433,80.4,96.3,37526.0,56.0,37521.0,63.4,35902.0,65.5,13679.0,81.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19462,2021-07-20,23003,29,Aroostook County,ME,53.1,35605,35603.0,60.2,34139,62.3,13431,80.3,96.3,37449.0,55.8,37444.0,63.3,35828.0,65.4,13674.0,81.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19463,2021-07-19,23003,29,Aroostook County,ME,53.0,35572,35570.0,60.1,34112,62.2,13430,80.3,96.3,37415.0,55.8,37410.0,63.2,35798.0,65.3,13671.0,81.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19464,2021-07-18,23003,29,Aroostook County,ME,53.0,35571,35569.0,60.1,34111,62.2,13430,80.3,96.3,37410.0,55.8,37405.0,63.2,35793.0,65.3,13671.0,81.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19465,2021-07-17,23003,28,Aroostook County,ME,53.0,35568,35566.0,60.1,34108,62.2,13430,80.3,96.3,37408.0,55.8,37403.0,63.2,35791.0,65.3,13670.0,81.8,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19466,2021-07-16,23003,28,Aroostook County,ME,52.9,35490,35488.0,60.0,34038,62.1,13428,80.3,96.3,37342.0,55.7,37337.0,63.1,35729.0,65.2,13666.0,81.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19467,2021-07-15,23003,28,Aroostook County,ME,52.9,35451,35449.0,59.9,34004,62.0,13421,80.3,96.3,37307.0,55.6,37302.0,63.1,35700.0,65.1,13659.0,81.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19468,2021-07-14,23003,28,Aroostook County,ME,52.8,35412,35410.0,59.9,33970,62.0,13416,80.3,96.3,37272.0,55.6,37267.0,63.0,35668.0,65.1,13652.0,81.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19469,2021-07-13,23003,28,Aroostook County,ME,52.8,35391,35389.0,59.8,33953,61.9,13414,80.2,96.3,37251.0,55.6,37246.0,63.0,35651.0,65.0,13649.0,81.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19470,2021-07-12,23003,28,Aroostook County,ME,52.6,35239,35237.0,59.6,33825,61.7,13396,80.1,96.3,37106.0,55.3,37101.0,62.7,35523.0,64.8,13632.0,81.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19471,2021-07-11,23003,28,Aroostook County,ME,52.5,35237,35235.0,59.6,33823,61.7,13395,80.1,96.3,37104.0,55.3,37099.0,62.7,35521.0,64.8,13632.0,81.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19472,2021-07-10,23003,27,Aroostook County,ME,52.5,35231,35229.0,59.5,33817,61.7,13395,80.1,96.3,37098.0,55.3,37093.0,62.7,35515.0,64.8,13631.0,81.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19473,2021-07-09,23003,27,Aroostook County,ME,52.4,35165,35163.0,59.4,33757,61.6,13389,80.1,96.3,37024.0,55.2,37019.0,62.6,35448.0,64.7,13626.0,81.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19474,2021-07-08,23003,27,Aroostook County,ME,52.4,35116,35114.0,59.4,33717,61.5,13386,80.1,96.3,36986.0,55.2,36981.0,62.5,35415.0,64.6,13619.0,81.5,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19475,2021-07-07,23003,27,Aroostook County,ME,52.3,35051,35049.0,59.2,33657,61.4,13380,80.0,96.3,36924.0,55.1,36919.0,62.4,35361.0,64.5,13613.0,81.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19476,2021-07-06,23003,27,Aroostook County,ME,52.1,34915,34913.0,59.0,33550,61.2,13360,79.9,96.3,36862.0,55.0,36857.0,62.3,35310.0,64.4,13608.0,81.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19477,2021-07-05,23003,27,Aroostook County,ME,52.1,34906,34904.0,59.0,33541,61.2,13358,79.9,96.3,36860.0,55.0,36855.0,62.3,35308.0,64.4,13608.0,81.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19478,2021-07-04,23003,27,Aroostook County,ME,52.1,34906,34904.0,59.0,33541,61.2,13358,79.9,96.3,36860.0,55.0,36855.0,62.3,35308.0,64.4,13608.0,81.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19479,2021-07-03,23003,26,Aroostook County,ME,52.0,34901,34899.0,59.0,33536,61.2,13358,79.9,96.3,36857.0,55.0,36852.0,62.3,35305.0,64.4,13608.0,81.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19480,2021-07-02,23003,26,Aroostook County,ME,52.0,34858,34856.0,58.9,33496,61.1,13352,79.9,96.2,36806.0,54.9,36801.0,62.2,35256.0,64.3,13600.0,81.4,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
19481,2021-07-01,23003,26,Aroostook County,ME,51.8,34751,34749.0,58.7,33411,61.0,13343,79.8,96.2,36716.0,54.8,36711.0,62.1,35176.0,64.2,13591.0,81.3,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,MAINE,"Aroostook County, Maine",0.5825,0.6189,0.2989,0.7542,0.5946
